date,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow_depth,year,month_name,weekday,month,season,rain_intensity,dtr,decade,daylight_hours,cloud_hours,sunshine_norm,cloud_cover_norm,precipitation_norm,radiance_score,radiance_percent,radiance_label,radiance_bin,daily_energy_j_per_m2,daily_energy_j,daily_rain_litres
1986-05-23,7,3.8,175.0,17.1,12.6,9.0,0.0,101910.0,0.0,1986,May,Friday,5,Spring,No Rain,8.100000000000001,1980,12,8.2,0.2375,0.875,0.0,1.3625,45.416666666666664,Mixed,"(42.816, 47.529]",15120000.0,181440000000000.0,0.0
1986-05-24,5,9.5,264.0,16.1,12.6,8.0,0.0,102320.0,0.0,1986,May,Saturday,5,Spring,No Rain,8.100000000000001,1980,12,2.5,0.59375,0.625,0.0,1.96875,65.625,Bright,"(61.669, 66.382]",22809600.0,273715200000000.0,0.0
1986-05-25,6,0.2,92.0,18.8,13.0,9.9,0.0,102290.0,0.0,1986,May,Sunday,5,Spring,No Rain,8.9,1980,12,11.8,0.0125,0.75,0.0,1.2625,42.083333333333336,Mixed,"(38.102, 42.816]",7948800.0,95385600000000.0,0.0
1986-05-26,5,6.0,214.0,17.0,13.9,9.0,0.0,101920.0,0.0,1986,May,Monday,5,Spring,No Rain,8.0,1980,12,6.0,0.375,0.625,0.0,1.75,58.333333333333336,Mixed,"(56.955, 61.669]",18489600.0,221875200000000.0,0.0
1986-05-27,5,7.5,237.0,15.0,12.8,8.6,0.0,101570.0,0.0,1986,May,Tuesday,5,Spring,No Rain,6.4,1980,12,4.5,0.46875,0.625,0.0,1.84375,61.458333333333336,Mixed,"(56.955, 61.669]",20476800.0,245721600000000.0,0.0
1986-05-28,5,7.3,235.0,15.6,10.8,6.7,2.8,101920.0,0.0,1986,May,Wednesday,5,Spring,Moderate Rain,8.899999999999999,1980,12,4.7,0.45625,0.625,0.04530744336569579,1.7859425566343043,59.531418554476815,Mixed,"(56.955, 61.669]",20304000.0,243648000000000.0,33600000.0
1986-05-29,4,8.0,246.0,16.1,10.2,4.7,0.0,102460.0,0.0,1986,May,Thursday,5,Spring,No Rain,11.400000000000002,1980,12,4.0,0.5,0.5,0.0,2.0,66.66666666666666,Bright,"(66.382, 71.095]",21254400.0,255052800000000.0,0.0
1986-05-30,5,4.0,182.0,13.9,10.4,4.8,1.2,102740.0,0.0,1986,May,Friday,5,Spring,Light Rain,9.100000000000001,1980,12,8.0,0.25,0.625,0.01941747572815534,1.6055825242718447,53.51941747572816,Mixed,"(52.242, 56.955]",15724800.0,188697600000000.0,14400000.0
1986-05-31,8,0.0,82.0,17.6,11.2,8.5,4.0,101980.0,0.0,1986,May,Saturday,5,Spring,Moderate Rain,9.100000000000001,1980,12,12.0,0.0,1.0,0.06472491909385114,0.9352750809061489,31.175836030204962,Gloomy,"(28.676, 33.389]",7084800.0,85017600000000.0,48000000.0
1986-06-01,8,0.1,87.0,20.4,13.8,9.9,0.4,101630.0,0.0,1986,June,Sunday,6,Summer,Light Rain,10.499999999999998,1980,12,11.9,0.00625,1.0,0.006472491909385114,0.9997775080906148,33.32591693635383,Gloomy,"(28.676, 33.389]",7516800.0,90201600000000.0,4800000.0
1986-06-02,7,0.6,108.0,15.7,16.0,11.6,0.0,101820.0,0.0,1986,June,Monday,6,Summer,No Rain,4.1,1980,12,11.4,0.0375,0.875,0.0,1.1625,38.75,Gloomy,"(38.102, 42.816]",9331200.0,111974400000000.0,0.0
1986-06-03,6,1.1,123.0,15.0,13.1,10.5,3.4,101350.0,0.0,1986,June,Tuesday,6,Summer,Moderate Rain,4.5,1980,12,10.9,0.06875,0.75,0.05501618122977346,1.2637338187702265,42.12446062567422,Mixed,"(38.102, 42.816]",10627200.0,127526400000000.0,40800000.0
1986-06-04,5,8.3,253.0,14.7,11.1,7.2,0.1,101210.0,0.0,1986,June,Wednesday,6,Summer,Light Rain,7.499999999999999,1980,12,3.6999999999999993,0.51875,0.625,0.0016181229773462784,1.8921318770226536,63.07106256742179,Mixed,"(61.669, 66.382]",21859200.0,262310400000000.0,1200000.0
1986-06-05,5,8.5,257.0,15.3,10.6,6.4,0.0,101140.0,0.0,1986,June,Thursday,6,Summer,No Rain,8.9,1980,12,3.5,0.53125,0.625,0.0,1.90625,63.541666666666664,Mixed,"(61.669, 66.382]",22204800.0,266457600000000.0,0.0
1986-06-06,7,3.0,167.0,19.4,11.6,8.0,0.0,101290.0,0.0,1986,June,Friday,6,Summer,No Rain,11.399999999999999,1980,12,9.0,0.1875,0.875,0.0,1.3125,43.75,Mixed,"(42.816, 47.529]",14428800.0,173145600000000.0,0.0
1986-06-07,6,8.8,261.0,17.6,13.2,7.1,0.0,101210.0,0.0,1986,June,Saturday,6,Summer,No Rain,10.500000000000002,1980,12,3.1999999999999993,0.55,0.75,0.0,1.8,60.0,Mixed,"(56.955, 61.669]",22550400.0,270604800000000.0,0.0
1986-06-08,6,3.0,167.0,18.0,13.8,9.9,0.0,101640.0,0.0,1986,June,Sunday,6,Summer,No Rain,8.1,1980,12,9.0,0.1875,0.75,0.0,1.4375,47.91666666666667,Mixed,"(47.529, 52.242]",14428800.0,173145600000000.0,0.0
1986-06-09,7,0.3,98.0,18.4,13.8,9.7,0.7,101480.0,0.0,1986,June,Monday,6,Summer,Light Rain,8.7,1980,12,11.7,0.01875,0.875,0.011326860841423947,1.132423139158576,37.74743797195253,Gloomy,"(33.389, 38.102]",8467200.0,101606400000000.0,8400000.0
1986-06-10,6,5.3,209.0,16.4,15.0,11.5,10.2,101100.0,0.0,1986,June,Tuesday,6,Summer,Heavy Rain,4.899999999999999,1980,12,6.7,0.33125,0.75,0.1650485436893204,1.4162014563106795,47.20671521035598,Mixed,"(42.816, 47.529]",18057600.0,216691200000000.0,122399999.99999999
1986-06-11,5,5.9,219.0,20.1,12.6,8.8,0.3,101660.0,0.0,1986,June,Wednesday,6,Summer,Light Rain,11.3,1980,12,6.1,0.36875,0.625,0.004854368932038835,1.7388956310679613,57.96318770226537,Mixed,"(56.955, 61.669]",18921600.0,227059200000000.0,3600000.0
1986-06-12,3,13.0,318.0,23.6,13.3,6.5,0.0,102780.0,0.0,1986,June,Thursday,6,Summer,No Rain,17.1,1980,12,-1.0,0.8125,0.375,0.0,2.4375,81.25,Bright,"(80.522, 85.235]",27475200.0,329702400000000.0,0.0
1986-06-13,4,12.6,313.0,25.0,16.2,8.9,0.0,103000.0,0.0,1986,June,Friday,6,Summer,No Rain,16.1,1980,12,-0.5999999999999996,0.7875,0.5,0.0,2.2875,76.25,Bright,"(75.809, 80.522]",27043200.0,324518400000000.0,0.0
1986-06-14,4,13.3,322.0,26.3,18.6,12.3,0.0,102820.0,0.0,1986,June,Saturday,6,Summer,No Rain,14.0,1980,12,-1.3000000000000007,0.83125,0.5,0.0,2.33125,77.70833333333333,Bright,"(75.809, 80.522]",27820800.0,333849600000000.0,0.0
1986-06-15,1,14.5,337.0,28.6,19.0,11.6,0.0,102090.0,0.0,1986,June,Sunday,6,Summer,No Rain,17.0,1980,12,-2.5,0.90625,0.125,0.0,2.78125,92.70833333333334,Bright,"(89.948, 94.662]",29116800.0,349401600000000.0,0.0
1986-06-16,1,12.2,309.0,22.4,22.2,15.8,0.0,101380.0,0.0,1986,June,Monday,6,Summer,No Rain,6.599999999999998,1980,12,-0.1999999999999993,0.7625,0.125,0.0,2.6375,87.91666666666667,Bright,"(85.235, 89.948]",26697600.0,320371200000000.0,0.0
1986-06-17,4,5.9,219.0,20.6,19.4,16.4,0.0,101350.0,0.0,1986,June,Tuesday,6,Summer,No Rain,4.200000000000003,1980,12,6.1,0.36875,0.5,0.0,1.86875,62.291666666666664,Mixed,"(61.669, 66.382]",18921600.0,227059200000000.0,0.0
1986-06-18,2,14.3,335.0,23.6,14.4,8.2,0.0,101930.0,0.0,1986,June,Wednesday,6,Summer,No Rain,15.400000000000002,1980,12,-2.3000000000000007,0.89375,0.25,0.0,2.64375,88.125,Bright,"(85.235, 89.948]",28944000.0,347328000000000.0,0.0
1986-06-19,2,14.3,335.0,20.4,17.0,10.3,0.0,101750.0,0.0,1986,June,Thursday,6,Summer,No Rain,10.099999999999998,1980,12,-2.3000000000000007,0.89375,0.25,0.0,2.64375,88.125,Bright,"(85.235, 89.948]",28944000.0,347328000000000.0,0.0
1986-06-20,6,3.3,174.0,23.0,16.8,13.1,0.0,101860.0,0.0,1986,June,Friday,6,Summer,No Rain,9.9,1980,12,8.7,0.20625,0.75,0.0,1.45625,48.541666666666664,Mixed,"(47.529, 52.242]",15033600.0,180403200000000.0,0.0
1986-06-21,6,9.3,270.0,18.5,16.5,10.0,1.1,101800.0,0.0,1986,June,Saturday,6,Summer,Light Rain,8.5,1980,12,2.6999999999999993,0.58125,0.75,0.017799352750809065,1.8134506472491911,60.44835490830637,Mixed,"(56.955, 61.669]",23328000.0,279936000000000.0,13200000.000000002
1986-06-22,8,0.0,81.0,17.6,15.0,11.4,0.1,101560.0,0.0,1986,June,Sunday,6,Summer,Light Rain,6.200000000000001,1980,12,12.0,0.0,1.0,0.0016181229773462784,0.9983818770226537,33.27939590075512,Gloomy,"(28.676, 33.389]",6998400.0,83980800000000.0,1200000.0
1986-06-23,8,0.0,81.0,20.6,15.0,12.4,0.9,101080.0,0.0,1986,June,Monday,6,Summer,Light Rain,8.200000000000001,1980,12,12.0,0.0,1.0,0.014563106796116505,0.9854368932038835,32.847896440129446,Gloomy,"(28.676, 33.389]",6998400.0,83980800000000.0,10800000.0
1986-06-24,7,4.5,196.0,26.6,16.8,12.9,0.0,101490.0,0.0,1986,June,Tuesday,6,Summer,No Rain,13.700000000000001,1980,12,7.5,0.28125,0.875,0.0,1.40625,46.875,Mixed,"(42.816, 47.529]",16934400.0,203212800000000.0,0.0
1986-06-25,4,10.8,290.0,27.1,18.8,11.1,0.0,102210.0,0.0,1986,June,Wednesday,6,Summer,No Rain,16.0,1980,12,1.1999999999999993,0.675,0.5,0.0,2.175,72.5,Bright,"(71.095, 75.809]",25056000.0,300672000000000.0,0.0
1986-06-26,4,10.5,286.0,30.3,21.2,15.4,0.0,102400.0,0.0,1986,June,Thursday,6,Summer,No Rain,14.9,1980,12,1.5,0.65625,0.5,0.0,2.15625,71.875,Bright,"(71.095, 75.809]",24710400.0,296524800000000.0,0.0
1986-06-27,1,12.4,311.0,30.2,23.4,16.4,0.0,102200.0,0.0,1986,June,Friday,6,Summer,No Rain,13.8,1980,12,-0.40000000000000036,0.775,0.125,0.0,2.65,88.33333333333333,Bright,"(85.235, 89.948]",26870400.0,322444800000000.0,0.0
1986-06-28,2,12.1,307.0,28.8,24.0,17.9,0.0,102240.0,0.0,1986,June,Saturday,6,Summer,No Rain,10.900000000000002,1980,12,-0.09999999999999964,0.75625,0.25,0.0,2.50625,83.54166666666667,Bright,"(80.522, 85.235]",26524800.0,318297600000000.0,0.0
1986-06-29,5,8.9,264.0,30.6,22.6,16.5,0.0,102050.0,0.0,1986,June,Sunday,6,Summer,No Rain,14.100000000000001,1980,12,3.0999999999999996,0.55625,0.625,0.0,1.93125,64.375,Mixed,"(61.669, 66.382]",22809600.0,273715200000000.0,0.0
1986-06-30,4,9.0,265.0,26.5,22.2,13.9,0.0,101890.0,0.0,1986,June,Monday,6,Summer,No Rain,12.6,1980,12,3.0,0.5625,0.5,0.0,2.0625,68.75,Bright,"(66.382, 71.095]",22896000.0,274752000000000.0,0.0
1986-07-01,4,11.3,296.0,27.1,19.6,12.7,0.0,102310.0,0.0,1986,July,Tuesday,7,Summer,No Rain,14.400000000000002,1980,12,0.6999999999999993,0.70625,0.5,0.0,2.20625,73.54166666666666,Bright,"(71.095, 75.809]",25574400.0,306892800000000.0,0.0
1986-07-02,6,11.9,303.0,25.0,20.0,12.9,0.0,101960.0,0.0,1986,July,Wednesday,7,Summer,No Rain,12.1,1980,12,0.09999999999999964,0.74375,0.75,0.0,1.99375,66.45833333333333,Bright,"(66.382, 71.095]",26179200.0,314150400000000.0,0.0
1986-07-03,3,13.4,322.0,25.6,20.3,15.6,0.0,101930.0,0.0,1986,July,Thursday,7,Summer,No Rain,10.000000000000002,1980,12,-1.4000000000000004,0.8375,0.375,0.0,2.4625,82.08333333333333,Bright,"(80.522, 85.235]",27820800.0,333849600000000.0,0.0
1986-07-04,6,3.7,180.0,19.0,19.5,13.4,21.2,101890.0,0.0,1986,July,Friday,7,Summer,Heavy Rain,5.6,1980,12,8.3,0.23125,0.75,0.343042071197411,1.138207928802589,37.94026429341963,Gloomy,"(33.389, 38.102]",15552000.0,186624000000000.0,254400000.0
1986-07-05,8,0.2,93.0,21.3,17.2,15.4,1.6,101020.0,0.0,1986,July,Saturday,7,Summer,Light Rain,5.9,1980,12,11.8,0.0125,1.0,0.025889967637540454,0.9866100323624595,32.88700107874865,Gloomy,"(28.676, 33.389]",8035200.0,96422400000000.0,19200000.0
1986-07-06,7,6.8,231.0,20.5,17.4,13.4,0.0,100920.0,0.0,1986,July,Sunday,7,Summer,No Rain,7.1,1980,12,5.2,0.425,0.875,0.0,1.55,51.66666666666667,Mixed,"(47.529, 52.242]",19958400.0,239500800000000.0,0.0
1986-07-07,6,5.1,204.0,22.3,16.0,11.4,0.0,101660.0,0.0,1986,July,Monday,7,Summer,No Rain,10.9,1980,12,6.9,0.31875,0.75,0.0,1.56875,52.29166666666667,Mixed,"(52.242, 56.955]",17625600.0,211507200000000.0,0.0
1986-07-08,6,4.4,191.0,20.7,17.6,13.0,1.1,101840.0,0.0,1986,July,Tuesday,7,Summer,Light Rain,7.699999999999999,1980,12,7.6,0.275,0.75,0.017799352750809065,1.507200647249191,50.240021574973035,Mixed,"(47.529, 52.242]",16502400.0,198028800000000.0,13200000.000000002
1986-07-09,5,7.7,243.0,23.3,14.4,8.2,0.0,102120.0,0.0,1986,July,Wednesday,7,Summer,No Rain,15.100000000000001,1980,12,4.3,0.48125,0.625,0.0,1.85625,61.875,Mixed,"(61.669, 66.382]",20995200.0,251942400000000.0,0.0
1986-07-10,7,5.6,211.0,21.5,18.4,13.5,4.8,102000.0,0.0,1986,July,Thursday,7,Summer,Moderate Rain,8.0,1980,12,6.4,0.35,0.875,0.07766990291262137,1.3973300970873788,46.577669902912625,Mixed,"(42.816, 47.529]",18230400.0,218764800000000.0,57600000.0
1986-07-11,7,3.6,176.0,20.0,17.2,12.9,0.3,102190.0,0.0,1986,July,Friday,7,Summer,Light Rain,7.1,1980,12,8.4,0.225,0.875,0.004854368932038835,1.345145631067961,44.83818770226537,Mixed,"(42.816, 47.529]",15206400.0,182476800000000.0,3600000.0
1986-07-12,8,0.2,92.0,21.9,16.8,13.7,1.6,102150.0,0.0,1986,July,Saturday,7,Summer,Light Rain,8.2,1980,12,11.8,0.0125,1.0,0.025889967637540454,0.9866100323624595,32.88700107874865,Gloomy,"(28.676, 33.389]",7948800.0,95385600000000.0,19200000.0
1986-07-13,6,3.6,175.0,25.3,17.6,13.2,0.0,102310.0,0.0,1986,July,Sunday,7,Summer,No Rain,12.100000000000001,1980,12,8.4,0.225,0.75,0.0,1.475,49.16666666666667,Mixed,"(47.529, 52.242]",15120000.0,181440000000000.0,0.0
1986-07-14,6,1.4,129.0,29.1,20.2,15.0,0.0,102260.0,0.0,1986,July,Monday,7,Summer,No Rain,14.100000000000001,1980,12,10.6,0.0875,0.75,0.0,1.3375,44.58333333333333,Mixed,"(42.816, 47.529]",11145600.0,133747200000000.0,0.0
1986-07-15,5,9.9,271.0,28.0,23.2,17.3,0.0,102360.0,0.0,1986,July,Tuesday,7,Summer,No Rain,10.7,1980,12,2.0999999999999996,0.61875,0.625,0.0,1.99375,66.45833333333333,Bright,"(66.382, 71.095]",23414400.0,280972800000000.0,0.0
1986-07-16,3,13.0,310.0,21.9,23.2,18.3,0.0,102120.0,0.0,1986,July,Wednesday,7,Summer,No Rain,3.599999999999998,1980,12,-1.0,0.8125,0.375,0.0,2.4375,81.25,Bright,"(80.522, 85.235]",26784000.0,321408000000000.0,0.0
1986-07-17,5,12.7,306.0,19.6,18.6,15.2,0.0,102310.0,0.0,1986,July,Thursday,7,Summer,No Rain,4.400000000000002,1980,12,-0.6999999999999993,0.79375,0.625,0.0,2.16875,72.29166666666667,Bright,"(71.095, 75.809]",26438400.0,317260800000000.0,0.0
1986-07-18,5,5.2,201.0,20.4,15.1,10.6,0.0,102850.0,0.0,1986,July,Friday,7,Summer,No Rain,9.799999999999999,1980,12,6.8,0.325,0.625,0.0,1.7,56.666666666666664,Mixed,"(52.242, 56.955]",17366400.0,208396800000000.0,0.0
1986-07-19,6,3.5,171.0,23.8,15.8,11.1,0.1,102690.0,0.0,1986,July,Saturday,7,Summer,Light Rain,12.700000000000001,1980,12,8.5,0.21875,0.75,0.0016181229773462784,1.4671318770226538,48.90439590075513,Mixed,"(47.529, 52.242]",14774400.0,177292800000000.0,1200000.0
1986-07-20,7,3.5,170.0,22.1,18.4,13.1,0.0,102010.0,0.0,1986,July,Sunday,7,Summer,No Rain,9.000000000000002,1980,12,8.5,0.21875,0.875,0.0,1.34375,44.79166666666667,Mixed,"(42.816, 47.529]",14688000.0,176256000000000.0,0.0
1986-07-21,6,5.6,205.0,20.6,17.4,12.7,13.6,101700.0,0.0,1986,July,Monday,7,Summer,Heavy Rain,7.900000000000002,1980,12,6.4,0.35,0.75,0.22006472491909385,1.3799352750809062,45.99784250269687,Mixed,"(42.816, 47.529]",17712000.0,212544000000000.0,163200000.0
1986-07-22,5,6.1,213.0,17.4,17.4,14.2,0.2,101320.0,0.0,1986,July,Tuesday,7,Summer,Light Rain,3.1999999999999993,1980,12,5.9,0.38125,0.625,0.003236245954692557,1.7530137540453075,58.433791801510246,Mixed,"(56.955, 61.669]",18403200.0,220838400000000.0,2400000.0
1986-07-23,5,3.2,163.0,22.5,13.7,10.0,4.5,101020.0,0.0,1986,July,Wednesday,7,Summer,Moderate Rain,12.5,1980,12,8.8,0.2,0.625,0.07281553398058253,1.5021844660194175,50.07281553398059,Mixed,"(47.529, 52.242]",14083200.0,168998400000000.0,54000000.0
1986-07-24,3,11.9,290.0,21.9,15.0,7.4,0.2,101550.0,0.0,1986,July,Thursday,7,Summer,Light Rain,14.499999999999998,1980,12,0.09999999999999964,0.74375,0.375,0.003236245954692557,2.3655137540453075,78.85045846817692,Bright,"(75.809, 80.522]",25056000.0,300672000000000.0,2400000.0
1986-07-25,7,3.2,162.0,23.3,18.2,14.6,0.2,101210.0,0.0,1986,July,Friday,7,Summer,Light Rain,8.700000000000001,1980,12,8.8,0.2,0.875,0.003236245954692557,1.3217637540453075,44.05879180151025,Mixed,"(42.816, 47.529]",13996800.0,167961600000000.0,2400000.0
1986-07-26,6,2.7,152.0,23.0,19.6,15.8,0.0,101230.0,0.0,1986,July,Saturday,7,Summer,No Rain,7.199999999999999,1980,12,9.3,0.16875,0.75,0.0,1.41875,47.291666666666664,Mixed,"(42.816, 47.529]",13132800.0,157593600000000.0,0.0
1986-07-27,6,5.6,202.0,21.2,17.8,12.5,0.0,101640.0,0.0,1986,July,Sunday,7,Summer,No Rain,8.7,1980,12,6.4,0.35,0.75,0.0,1.6,53.333333333333336,Mixed,"(52.242, 56.955]",17452800.0,209433600000000.0,0.0
1986-07-28,8,0.1,82.0,22.0,19.0,16.9,4.7,101580.0,0.0,1986,July,Monday,7,Summer,Moderate Rain,5.100000000000001,1980,12,11.9,0.00625,1.0,0.0760517799352751,0.9301982200647249,31.006607335490827,Gloomy,"(28.676, 33.389]",7084800.0,85017600000000.0,56400000.0
1986-07-29,5,7.1,222.0,20.6,18.6,15.2,0.0,101350.0,0.0,1986,July,Tuesday,7,Summer,No Rain,5.400000000000002,1980,12,4.9,0.44375,0.625,0.0,1.81875,60.62500000000001,Mixed,"(56.955, 61.669]",19180800.0,230169600000000.0,0.0
1986-07-30,6,2.9,153.0,21.6,15.4,10.3,0.2,101300.0,0.0,1986,July,Wednesday,7,Summer,Light Rain,11.3,1980,12,9.1,0.18125,0.75,0.003236245954692557,1.4280137540453075,47.60045846817692,Mixed,"(47.529, 52.242]",13219200.0,158630400000000.0,2400000.0
1986-07-31,6,5.4,195.0,21.5,17.8,14.0,0.3,100790.0,0.0,1986,July,Thursday,7,Summer,Light Rain,7.5,1980,12,6.6,0.3375,0.75,0.004854368932038835,1.5826456310679613,52.754854368932044,Mixed,"(52.242, 56.955]",16848000.0,202176000000000.0,3600000.0
1986-08-01,4,9.2,249.0,22.6,15.6,9.7,0.0,101580.0,0.0,1986,August,Friday,8,Summer,No Rain,12.900000000000002,1980,12,2.8000000000000007,0.575,0.5,0.0,2.075,69.16666666666667,Bright,"(66.382, 71.095]",21513600.0,258163200000000.0,0.0
1986-08-02,6,10.4,263.0,15.2,18.8,15.0,0.0,101470.0,0.0,1986,August,Saturday,8,Summer,No Rain,0.1999999999999993,1980,12,1.5999999999999996,0.65,0.75,0.0,1.9,63.33333333333333,Mixed,"(61.669, 66.382]",22723200.0,272678400000000.0,0.0
1986-08-03,8,0.1,79.0,19.3,13.6,11.9,20.0,101480.0,0.0,1986,August,Sunday,8,Summer,Heavy Rain,7.4,1980,12,11.9,0.00625,1.0,0.3236245954692557,0.6826254045307443,22.75418015102481,Gloomy,"(19.249, 23.962]",6825600.0,81907200000000.0,240000000.0
1986-08-04,7,3.5,161.0,21.2,15.1,10.9,1.4,101420.0,0.0,1986,August,Monday,8,Summer,Light Rain,10.299999999999999,1980,12,8.5,0.21875,0.875,0.022653721682847894,1.3210962783171523,44.03654261057174,Mixed,"(42.816, 47.529]",13910400.0,166924800000000.0,16800000.0
1986-08-05,5,10.2,257.0,24.5,15.4,9.6,0.0,102220.0,0.0,1986,August,Tuesday,8,Summer,No Rain,14.9,1980,12,1.8000000000000007,0.6375,0.625,0.0,2.0125,67.08333333333334,Bright,"(66.382, 71.095]",22204800.0,266457600000000.0,0.0
1986-08-06,3,9.8,251.0,20.6,17.8,11.0,0.3,101680.0,0.0,1986,August,Wednesday,8,Summer,Light Rain,9.600000000000001,1980,12,2.1999999999999993,0.6125,0.375,0.004854368932038835,2.232645631067961,74.4215210355987,Bright,"(71.095, 75.809]",21686400.0,260236800000000.0,3600000.0
1986-08-07,6,1.5,120.0,22.4,17.0,13.5,0.0,101130.0,0.0,1986,August,Thursday,8,Summer,No Rain,8.899999999999999,1980,12,10.5,0.09375,0.75,0.0,1.34375,44.79166666666667,Mixed,"(42.816, 47.529]",10368000.0,124416000000000.0,0.0
1986-08-08,5,8.6,234.0,22.3,17.0,11.5,0.0,101590.0,0.0,1986,August,Friday,8,Summer,No Rain,10.8,1980,12,3.4000000000000004,0.5375,0.625,0.0,1.9125,63.75000000000001,Mixed,"(61.669, 66.382]",20217600.0,242611200000000.0,0.0
1986-08-09,5,6.6,205.0,25.0,16.9,11.5,0.0,101790.0,0.0,1986,August,Saturday,8,Summer,No Rain,13.5,1980,12,5.4,0.4125,0.625,0.0,1.7875,59.583333333333336,Mixed,"(56.955, 61.669]",17712000.0,212544000000000.0,0.0
1986-08-10,7,3.2,151.0,20.9,19.3,13.6,1.5,101840.0,0.0,1986,August,Sunday,8,Summer,Light Rain,7.299999999999999,1980,12,8.8,0.2,0.875,0.024271844660194174,1.3007281553398058,43.35760517799353,Mixed,"(42.816, 47.529]",13046400.0,156556800000000.0,18000000.0
1986-08-11,7,1.8,123.0,20.0,18.2,15.6,0.2,101680.0,0.0,1986,August,Monday,8,Summer,Light Rain,4.4,1980,12,10.2,0.1125,0.875,0.003236245954692557,1.2342637540453074,41.14212513484358,Mixed,"(38.102, 42.816]",10627200.0,127526400000000.0,2400000.0
1986-08-12,7,0.2,80.0,22.9,17.2,14.5,0.0,101880.0,0.0,1986,August,Tuesday,8,Summer,No Rain,8.399999999999999,1980,12,11.8,0.0125,0.875,0.0,1.1375,37.916666666666664,Gloomy,"(33.389, 38.102]",6912000.0,82944000000000.0,0.0
1986-08-13,7,3.2,149.0,22.6,18.2,13.6,0.0,101500.0,0.0,1986,August,Wednesday,8,Summer,No Rain,9.000000000000002,1980,12,8.8,0.2,0.875,0.0,1.325,44.166666666666664,Mixed,"(42.816, 47.529]",12873600.0,154483200000000.0,0.0
1986-08-14,6,0.9,100.0,22.3,19.0,15.5,0.0,101230.0,0.0,1986,August,Thursday,8,Summer,No Rain,6.800000000000001,1980,12,11.1,0.05625,0.75,0.0,1.30625,43.541666666666664,Mixed,"(42.816, 47.529]",8640000.0,103680000000000.0,0.0
1986-08-15,2,10.9,254.0,21.7,17.2,12.2,0.0,101210.0,0.0,1986,August,Friday,8,Summer,No Rain,9.5,1980,12,1.0999999999999996,0.68125,0.25,0.0,2.43125,81.04166666666667,Bright,"(80.522, 85.235]",21945600.0,263347200000000.0,0.0
1986-08-16,4,12.0,265.0,21.2,15.6,9.5,0.0,101470.0,0.0,1986,August,Saturday,8,Summer,No Rain,11.7,1980,12,0.0,0.75,0.5,0.0,2.25,75.0,Bright,"(71.095, 75.809]",22896000.0,274752000000000.0,0.0
1986-08-17,7,1.9,121.0,17.0,16.6,12.0,0.9,101410.0,0.0,1986,August,Sunday,8,Summer,Light Rain,5.0,1980,12,10.1,0.11875,0.875,0.014563106796116505,1.2291868932038834,40.972896440129446,Mixed,"(38.102, 42.816]",10454400.0,125452800000000.0,10800000.0
1986-08-18,8,0.0,64.0,18.8,15.5,14.0,5.8,101190.0,0.0,1986,August,Monday,8,Summer,Moderate Rain,4.800000000000001,1980,12,12.0,0.0,1.0,0.09385113268608414,0.9061488673139159,30.204962243797194,Gloomy,"(28.676, 33.389]",5529600.0,66355200000000.0,69600000.0
1986-08-19,7,2.4,129.0,20.5,15.4,12.1,0.0,101590.0,0.0,1986,August,Tuesday,8,Summer,No Rain,8.4,1980,12,9.6,0.15,0.875,0.0,1.275,42.5,Mixed,"(38.102, 42.816]",11145600.0,133747200000000.0,0.0
1986-08-20,4,11.9,258.0,19.4,14.6,8.6,0.0,102140.0,0.0,1986,August,Wednesday,8,Summer,No Rain,10.799999999999999,1980,12,0.09999999999999964,0.74375,0.5,0.0,2.24375,74.79166666666667,Bright,"(71.095, 75.809]",22291200.0,267494400000000.0,0.0
1986-08-21,7,0.2,75.0,19.7,14.3,9.2,2.8,101620.0,0.0,1986,August,Thursday,8,Summer,Moderate Rain,10.5,1980,12,11.8,0.0125,0.875,0.04530744336569579,1.0921925566343043,36.40641855447681,Gloomy,"(33.389, 38.102]",6480000.0,77760000000000.0,33600000.0
1986-08-22,6,5.1,170.0,17.9,16.2,12.7,2.9,100560.0,0.0,1986,August,Friday,8,Summer,Moderate Rain,5.199999999999999,1980,12,6.9,0.31875,0.75,0.04692556634304207,1.521824433656958,50.7274811218986,Mixed,"(47.529, 52.242]",14688000.0,176256000000000.0,34800000.0
1986-08-23,7,5.9,180.0,19.1,14.6,11.3,2.3,100940.0,0.0,1986,August,Saturday,8,Summer,Light Rain,7.800000000000001,1980,12,6.1,0.36875,0.875,0.0372168284789644,1.4565331715210355,48.55110571736785,Mixed,"(47.529, 52.242]",15552000.0,186624000000000.0,27599999.999999996
1986-08-24,6,7.9,205.0,16.6,15.2,11.3,0.0,101540.0,0.0,1986,August,Sunday,8,Summer,No Rain,5.300000000000001,1980,12,4.1,0.49375,0.75,0.0,1.74375,58.12499999999999,Mixed,"(56.955, 61.669]",17712000.0,212544000000000.0,0.0
1986-08-25,8,0.0,61.0,16.6,14.0,11.5,25.4,101110.0,0.0,1986,August,Monday,8,Summer,Heavy Rain,5.100000000000001,1980,12,12.0,0.0,1.0,0.4110032362459547,0.5889967637540453,19.633225458468175,Gloomy,"(19.249, 23.962]",5270400.0,63244800000000.0,304800000.0
